Tus preferencias	Mostrar título del puesto de la oferta de empleo	Id. de oferta de empleo	Fecha de publicación de la oferta de empleo	Publicación - Fecha de caducidad	Publicación de la oferta de empleo - Centro Profesional	Número de candidatos de la oferta de empleo	Lugar de la oferta de empleo	País de la oferta de empleo
BANCA MINORISTA/RETAIL/RED	GESTOR COMERCIAL CONTIGO CBC PROV. LLEIDA-	req9860	07/05/2018 02:00	26/05/2018	Yes	11	Lleida	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR COMERCIAL CONTIGO CBC província GIRONA	req10276	07/05/2018 02:00	26/05/2018	Yes	11	Girona	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR BANCA PERSONAL CONTIGO - COMUNIDAD DE MADRID	req10376	04/06/2018 02:00	09/06/2018	Yes	11	Madrid	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR CBC 2 DT SUR	req10403	07/05/2018 02:00	01/06/2018	Yes	11	D.T.SUR	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR DE OFICINA 4 RED BC	req10412	07/05/2018 02:00	20/05/2018	Yes	11	Zaragoza	ESP
BANCA MINORISTA/RETAIL/RED	DIRECCIÓN COMERCIAL CONTIGO ASTURIAS	req10799	11/05/2018 02:00	20/05/2018	Yes	11	Spain	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR BANCA PERSONAL - COMUNIDAD DE MADRID	req10009	04/06/2018 02:00	09/06/2018	Yes	12	Madrid	ESP
BANCA MINORISTA/RETAIL/RED	DIRECCIÓN COMERCIAL CONTIGO - (Provincia de Las Palmas)	req10082	23/05/2018 02:00	26/05/2018	Yes	12	Las Palmas	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR DE OFICINA 5 RED BC	req10102	07/05/2018 02:00	30/05/2018	Yes	13	Bizkaia	ESP
CIB	Project Finance Analyst	req10981	18/05/2018 02:00	27/05/2018	Yes	13	Spain	
BANCA MINORISTA/RETAIL/RED	DIRECTOR DE OFICINA 6 RED BC	req10095	07/05/2018 02:00	28/05/2018	Yes	14	Bizkaia	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR DE OFICINA 4 RED BC	req10111	07/05/2018 02:00	30/05/2018	Yes	14	Bizkaia	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR DE OFICINA 3 RED BC	req10424	07/05/2018 02:00	20/05/2018	Yes	14	Zaragoza	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR/A PYMES CASTILLA Y LEÓN	req10796	11/05/2018 02:00	20/05/2018	Yes	14	Spain	ESP
CIB	Long Term Government Bonds Trader	req10846	24/05/2018 02:00	02/06/2018	Yes	14	Spain	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR CBC 1 DT ESTE	req10105	04/06/2018 02:00	06/06/2018	Yes	15	D.T.ESTE	ESP
CIB	Associate Syndicate Europe	req9690	06/05/2018 02:00	17/05/2018	Yes	16	LONDON	GBR
STRATEGY, M&A Y REAL STATE	ECONOMISTA	req9917	04/05/2018 02:00	23/05/2018	Yes	16	CIUDAD BBVA	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR BANCA PERSONAL 2 OFICINA	req10217	07/05/2018 02:00	20/05/2018	Yes	16	Bizkaia	ESP
FINANCE	SDA Framework & Analysis	req10432	04/05/2018 02:00	28/05/2018	Yes	16	CIUDAD BBVA	ESP
AUDIT	Auditor Senior en Data Analytics	req10775	11/05/2018 02:00	07/06/2018	Yes	16	Ciudad BBVA - EDIFICIO AFRICA	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR/A PYMES ASTURIAS	req10795	11/05/2018 02:00	20/05/2018	Yes	16	Spain	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR/A PYMES GALICIA	req10797	11/05/2018 02:00	31/05/2018	Yes	17	Spain	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR CBC 1 DT SUR	req10399	07/05/2018 02:00	01/06/2018	Yes	18	D.T.SUR	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR DE OFICINA 3 RED BC	req10119	07/05/2018 02:00	30/05/2018	Yes	19	Bizkaia	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR COMERCIAL CONTIGO CBC província TARRAGONA	req10225	07/05/2018 02:00	26/05/2018	Yes	19	Tarragona	ESP
FINANCE	Senior Associate - CEO Office	req9995	04/05/2018 02:00	25/05/2018	Yes	20	CIUDAD BBVA	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR CBC 3 DT ESTE	req10109	04/06/2018 02:00	06/06/2018	Yes	22	D.T.ESTE	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR CBC 3 DT SUR	req10406	07/05/2018 02:00	01/06/2018	Yes	23	D.T.SUR	ESP
BANCA MINORISTA/RETAIL/RED	DIRECTOR DE OFICINA 5 Prov.Tarragona	req10552	08/05/2018 02:00	20/05/2018	Yes	23	Tarragona	ESP
RISK MANAGEMENT	Senior Risk Scenario Specialist	req10978	21/05/2018 02:00	04/06/2018	Yes	26	Spain	ESP
BANCA DE EMPRESAS,INSTITUCIONES,CORPORATIVAS	GESTOR RELACION I	req10231	05/06/2018 02:00	08/06/2018	Yes	47	DR CATALUÑA EMPRES	ESP
BANCA DE EMPRESAS,INSTITUCIONES,CORPORATIVAS	GESTOR RELACION II	req10233	05/06/2018 02:00	08/06/2018	Yes	77	DR CATALUÑA EMPRES	ESP
BANCA MINORISTA/RETAIL/RED	GESTOR COMERCIAL CONTIGO CBC provincia Barcelona	req10239	07/05/2018 02:00	26/05/2018	Yes	83	Barcelona	ESP
